comment,label,rate
áo hơi to so với mình nhưng về chất liệu thì ok ,POS,4
hàng đẹp ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn  phom áo ok ,POS,5
thời gian giao hàng nhanh ,NEU,3
rất ok  cửa hàng  ak sẽ ủng hộ thêm cho  cửa hàng  nữa ak ,POS,5
chúc  cửa hàng  buôn may bán đắt ,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn ,POS,4
ko đáng tiền trong khi đắt nhất ,NEG,2
đừng nên mua tại  cửa hàng  này ,NEG,1
k như mong chờ ,NEG,2
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền rất đáng tiền  positive  ,POS,5
chất đẹp giá rẻ nhưng giao hàng  đắt quá ,NEU,3
sẽ ủng hộ tiếp  positive  ,POS,5
thời gian giao hàng rất nhanh so với giá thì chất lượng ok ,POS,4
nhưng lần này hy vọng  cửa hàng  để ý hơn chút khi gửi hàng ạ ,NEU,3
chất lượng sản phẩm tuyệt vời ,POS,5
lừa đảo ,NEG,1
hàng đẹp  chất da sờ vào rất thích   được  thêm con gấu xinh lủng lẳng nên ngoài bao dễ thương     cho  cửa hàng  ,POS,5
áo đẹp ,POS,4
cái áo trong hình thì dài positive mà giao như áo nửa lưng positive thất vọng positive ae đừng mua nhé positive buôn bán cho đàng hoàng vào positive  cửa hàng  bán như quần positive  ,NEG,2
vải cũng ổn ,POS,4
quần đẹp ,POS,4
hàng bị lỗi  liên lạc với  cửa hàng  đổi hàng nhưng không  được  giải quyết ổn thoả  nhắn tin  cửa hàng  không thèm trả lời  không hài lòng ,NEG,1
áo rất giống hình vải tốt mặc vào rất êm và thoải mái   positive  positive  ,POS,5
mình rất hài lòng về chất liệu ,POS,5
hang thay gom không dam ghe  cửa hàng  mua lan sau luon ,NEG,1
áo vải mềm mát mặc mùa hè thoải mái lắm  bạn chủ  cửa hàng  nc dễ thương  positive  ,POS,4
áo sơ vin lên xinh lắm  cửa hàng  ạ ,POS,5
bán hàng thíu trách nhiệm ,NEG,1
in giấy lụa sờ thích lắm  cửa hàng   không bị xước positive  cửa hàng  giao hàng nhanh  ảnh đẹp khỏi chê positive  ,POS,5
áo hơi mỏng  đen thì không sao nhưng trắng thì lộ rõ  hợp mặc mấy ngày đầu thu  form suông đẹp ,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm chắc chắn đáng đồng tiền ,POS,5
hang kem  chất  lượng giao hàng không đúng ,NEG,1
nhưng liên hệ người bán thì dùng dằng mất thời gian không chịu giải quyết ,NEG,1
chất len không giống hình ,NEG,2
hơi thất vọng ,NEG,1
đặt  cỡ   mà giao  chiếc  một chiếc  ,NEG,2
cám ơn  cửa hàng  nhiều nhé positive  positive  positive  ,POS,4
phù hợp giá tiền  sze quá rộng ,NEG,2
dùng được  tuần thấy sim dùng ok ,NEU,3
chất lượng sản phẩm tuyệt vời  áo rất đẹp   mình  không cao  mặc vừa y  rất đáng tiền ,POS,5
bên  cửa hàng  khi giao hàng cho khách thì nên kiểm tra dùm chứ không bn tiền mà phải làm tùm lum để trả hàng thì quá phức tạp ,NEG,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh  mềm mại  mua của  cửa hàng  này đi mọi người không thất vọng đâu    ,POS,5
son hơi dày và dễ dịch chuyển trên môi và cũng khô lại khá lâu ,NEU,3
nhân  cái ưng hết ca  caia vải dày mặc đẹp ,POS,5
bố mình rất thích  cảm ơn  cửa hàng  ạ ,POS,5
thời gian giao hàng rất nhanh ,POS,5
sẽ ủng hộ  cửa hàng  lâu dài ,POS,5
mẫu đẹp ,POS,5
kute  dùng ổn ,POS,4
không giống hình lắm nhưng chất lượng sản phẩm tốt ,POS,4
đừng ai mua cái  cửa hàng  này ,NEG,1
giao nhầm màu dù đã nhắn rõ và đã trả lời ,NEG,1
chất lượng sản phẩm tuyệt vời và chủ  cửa hàng  rất nhiệt tình dễ thương ,POS,5
vải thô  không mềm  bị bạc ,NEG,1
tốt chất lượng sản phẩm tốt thời gian giao hàng nhanh ,POS,4
hơi rộng để tới bầu lớn mặc vẫn ok ,POS,5
vải hơi mỏng  giá cả hợp lý ,NEU,3
quần rất ok so với giá bạn nào mông to nên chọn chênh cỡ  chút ,NEU,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
đẹp lắm nha  các b mua thử nha ,POS,4
cũng  được  ,NEU,3
chất lượng sản phẩm tốt  thời gian giao hàng nhanh ,POS,5
 chất  lượng vải xấu   mẫu mã thì đẹp   ,NEU,3
riêng về giao hàng thì có thái độ cáu gắt với khách ,NEG,1
thời gian giao hàng rất nhanh ,POS,5
chất lượng sản phẩm tuyệt vời so với giá tiền  ,POS,5
áo này xinh lắm luôn nhưng form hơi nhỏ ,POS,4
đóng gói kĩ   đẹp  chất lượng ,POS,5
chất lượng sản phẩm tuyệt vời  cửa hàng  phục vụ rất tốt  cửa hàng  phục vụ rất tốt hướng dẫn tận tình rất hài lòng ,POS,5
vải đẹp dày dặn  chữ thêu cẩn thận rõ nét  form áo rộng ,POS,5
áo đẹp lắm  cửa hàng  ơi  positive  chủ  cửa hàng  còn dễ thương nữa ,POS,5
thời gian giao hàng rất nhanh  cửa hàng  phục vụ rất tốt ,POS,5
chủ  cửa hàng  nch dễ thương  positive  ,POS,5
nói chung mình ưng ý  positive  ,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền ,POS,5
chất lượng chưa biết thế nào ,NEG,2
son mix cùng thêm  son khác thì đẹp hơn ,NEU,3
liên hệ  cửa hàng  không thấy trả lời ,NEG,1
vải đẹp  đường may được  áo fre cỡ  rất rộng may kiểu unisex ,POS,4
và dài mình   không nhưng vẫn rộng ,NEG,2
đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
đóng gói sản phẩm chắc chắn thời gian giao hàng nhanh thời gian giao hàng nhanh ,POS,4
dong goi chac ho tro nhiet tinh  da tes cam thay rat on ,POS,5
moi đat hom qua ma hnay đa nhan đuoc roi thời gian giao hàng rất nhanh rất đáng tiền ,POS,5
nói chung là rất tệ  ,NEG,1
 cửa hàng  gói hàng cẩn thận sản phẩm như hình  positive  thời gian giao hàng nhanh ,POS,4
hàng không giống mẫu   quả  ng cáo ,NEG,2
 cửa hàng  tư vấn nhiệt tình  chu đáo ,POS,5
dành cho mấy bn hai vòng dưới  là ok luôn ,POS,4
có cái cùng   cỡ  mà có cái lớn hơn  chút ,POS,4
hàng giống hình ,NEG,1
chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn đáng đồng tiền thời gian giao hàng nhanh ,NEU,3
ưng lắm  cửa hàng  nhé  ,POS,5
thật ra mình ngắm nghía cả mấy  cửa hàng   nhưng quyết định mua ở đây mặc dù giá cao hơn một chút ,NEU,3
chất lượng sản phẩm tuyệt vời ,POS,5
 cửa hàng  giao hàng nhanh  hàng chuẩn đã check hidentag ,POS,5
đầm lên form đẹp  chủ  cửa hàng  tư vấn dễ thương xỉu ,POS,5
ko trả lời câu hơi của khách ,NEG,1
 cám ơn   cửa hàng  ,POS,5
ảnh áo dài mà gui áo ngắn tay ,NEG,1
vải ổn  nhưng cần may from rộng ra tí nữa  ống tay nên to ra như hình ,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn bạn chủ  cửa hàng  rất nhiệt tình cảm ơn bạn nhiều nhé ,POS,5
tuyệt ạ     giày nhẹ êm ,POS,5
hàng giao đúng  cỡ  ,POS,5
đặt hai áo đen va rêu ất khác hẳn nhau và áo rêu rộng mặc vừa  áo rêu còn tạn  được   chứ áo màu đen qúa tệ cổ bé dáng áo bé chất không đẹp bằng áo rêu và chỉ người  không mới mặc vừa ,NEG,1
 sản phẩm  dễ thương ,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn   cửa hàng  tư vấn lịch sự và rất dễ thương ,POS,5
kp chất da giày hơi rộng mặc dù đặt  cỡ  thường hay đi chất lượng sản phẩm tạm được ,NEU,3
phần cúc cài chỗ ngực dễ bị lộ hàng ,NEU,3
 cửa hàng  giao đúng hàng ,POS,4
đóng gói siêu đáng yeu   sản phẩm  như hình ,POS,5
giá hạt rẻ   cửa hàng  cứ bán hàng chất lượng nhé ,POS,5
chất lượng sản phẩm tuyệt vời ,POS,5
 cám ơn   cửa hàng  ,NEU,3
chỉ hơi buồn vì thiếu cổng usb ,POS,5
ra ngoài quày kem bắt còn trả thêm  lần tiền nữa ,NEU,3
vừa mở nắp đã bật kem nền ra ngoài bố thí cho bạn  mà làm ăn có tâm tí  positive  ,NEG,1
mà không phải pin a đâu nhé  to gấp rưỡi  ,NEU,3
vải thuộc loại vải bóng  mặc nóng  dễ bám bụi  ren dễ bị xù ,NEG,2
mình thich áo này ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn uy tín và nhanh nhẹn chưa sử dụng nhưng cảm thấy tin tưởng  hi vọng tốt ,POS,5
lừa đảo ,NEG,1
quá thất vọng ,NEG,1
form rộng như hình chất lượng sản phẩm tuyệt vời ,POS,5
áo đẹp chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh ,POS,5
nói túm lại không chê vào đâu  được  ạ ,POS,5
chất lượng là tuyệt vời ,POS,5
áo rất ok so với thị trường thì rất đáng đồng tiền  ,POS,4
áo hơi dài   ,NEG,2
bạn nào muốn mặc rộng thì không ổn  mình  không mặc áo khá ôm ,NEU,3
giao hàng tốc độ ánh sáng ,POS,5
chất lượng sản phẩm tuyệt vời được tặng mask nữa neh ,POS,5
capo siêu dễ thương  nhỏ nhắn ,POS,5
hàng  không đúng như hình    cửa hàng  phục vụ rất kém  rất không đáng tiền ,NEG,1
quá hài lòng về sản phẩm   ,POS,4
chất quá xấu  ghi giá cao rồi sale xuống lừa người mua hàng ,NEG,1
hộp hơi móp  chất lượng sản phẩm tuyệt vời ,POS,4
hài lòng nên cho    ,POS,5
rất đáng tiền ,NEU,3
sẽ ủng hộ  cửa hàng  dài dài ,POS,5
cám ơn  cửa hàng  nhìu ạ vải đẹp mà form cũng đẹp  giá cả hợp túi tiền  nhất định sẽ ủng hộ nữa  positive  positive  positive  ,POS,5
may mắn  cửa hàng  vẫn đồng ý hoàn hàng ,POS,5
áo dang chuẩn ,POS,5
moi người ảnh tôi đưa lên nè  mặc có  lần chưa kịp giật thun dệt trên ren đứt hết trơn  chắc đem quăng sọt rác chứ có giặt cũng không mặc được nữa  mấy cộng chỉ rơi ra là thun đứt đứt đó mình   cửa hàng  này lừa đảo ,NEG,1
em hài lòng với sản phẩm lắm ạ  positive  ,POS,5
giao không đúng màu ,NEG,2
không được như mình mong đợi ,NEG,2
chất lượng sản phẩm tuyệt vời  cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền ,POS,5
nhưng cổ áo của áo bé hơi to ,NEG,2
gui thieu do  cửa hàng  không tra ,NEG,1
hơi rộng với mình ,NEU,3
đẹp hơn mong đợi nè ,POS,5
áo over cỡ  đúng form mình thích  chất liệu đẹp  mát ,POS,5
 cửa hàng  giao hàng rất nhanh  cách soạn hàng dễ thương ,POS,5
áo quá dài và vải rất mỏng giá cả chấp nhận được ,NEG,2
màu cam đất chứ không phải đỏ cam  vải y hình nhưng chiều dài thực tế có vẻ ngắn hơn so với mẫu ,NEU,3
dùng hiện tại thấy ok ,NEU,3
mình rất ưng ý ,POS,5
tư vấn nhiệt tình thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời ,POS,5
nhận hàng xong mà ưng cái bụng ,POS,4
chất đẹp ,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn  mèo thích  sản phẩm  này ,POS,5
vãi đẹp  form rất chuẩn ,POS,5
quần mặc rất thoải mái ,POS,5
chất không mịn  nhưng ok tạm được ,NEG,2
vải đẹp khỏi bàn luôn  đẹp hơn tưởng tượng  positive  chúc  cửa hàng  buôn may bán đắt ạ ,POS,5
tiếc là giao nhầm màu ,POS,5
nói chung là hàng quá kém chất lượng ,NEG,1
hàng mới nhận váy đen bị rách  ít ở phần cổ tay  chịu khó may lại chắc cũng ok ,NEG,2
hàng đẹp  n  cỡ  c mặc rộng e ạ ,POS,4
 cửa hàng  phục vụ khá tốt cthời gian giao hàng nhanh ,POS,4
đồ rất đẹp ,POS,4
lần đầu giao sai màu nhưng  cửa hàng  đã chủ động đổi lại chưa gặp  cửa hàng  nào nhiệt tình thế lần đầu chắc do nhân viên mới nên không biết vẫn cho  cửa hàng      ,POS,5
chất vải đẹp nhưng áo hơi vàng ,POS,4
 cửa hàng  giao nhầm  cỡ   yêu cầu đổi ,NEU,3
nhưng  hộp tím với hồng sao hơi bé  negative  ,NEG,2
hàng đẹp  y hình  chất dày dặn  positive   ,POS,4
chất lượng phù hợp với giá tiền  giao hàng nhanh ,NEU,3
 cửa hàng  phục vụ rất tốt  rất đáng tiền ,POS,5
phun mạnh  hương tinh dầu sả bay khắp phòng thích quá thích lun  đèn led đổi màu rất đẹp  mình hài lòng lắm ,POS,4
chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh  positive   yêu   cửa hàng  lắm luôn ,POS,5
gói hàng kĩ càng ,NEU,3
 hạn sử dụng  sản xuất mới   ,NEU,3
sản phẩm quá kém chất lượng thấp không giống hình ,NEG,1
chất lượng sản phẩm tốt nhưng giao sai màu mình yêu cầu ,NEG,2
hàng chuẩn  chất lượng đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
chất lượng  sản phẩm  tuyệt vời ,POS,5
áo đẹp ,POS,5
bộ dán mua  bộ đưa  bộ giống nhau chả hiểu kiểu gì ,NEG,2
  không mac không vua  phải  không  moi vua ,POS,4
lần trước có mua rồi và được loại kích thước lớn hơn gấp đôi mà giá rẻ hơn nữa ,NEG,1
mặc rất đẹp đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền ,POS,5
chất vải  bình thường  nhưng măc lên dễ chịu ,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh ,POS,5
mình  không cao  mà mặc  cỡ  mình còn hơi rộng nên mn hãy lựa  cỡ  cho kĩ trc khi mua ,NEU,3
mẹ t khen váy xinh  positive  ,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive  ,POS,5
chất lượng sản phẩm không giống mẫu  nhắn tin thì nói đang ngoài đường chờ về trả lời   ngày không thấy trả lời   cửa hàng  làm ăn không có uy tín  lấy  cỡ   đưa  cỡ    quần  cái vừa  cái ,NEG,1
mong là giảm  không nhiều nhiều chút nữa ,NEU,3
váy vải mát  form rộng thoải mái ,POS,5
thứ   kết hợp điều trên và trải nghiêm của mình đối vói  cửa hàng  này thì mình khuyên các bạn đừng nên mua ,NEG,1
giặt  lần mà xù hết lên ,NEG,2
cần cải thiện thêm một ít về đóng gói là hoàn thiện   ,POS,5
đã mua  túi  ,POS,4
thật không biết nói sao khi đưa áo cho cô đồng nghiệp hơn  tuổi ,NEU,3
cảm ơn  cửa hàng    vì sự dễ thương nên có nhu cầu lần sau sẽ ủng hộ  cửa hàng   ,POS,5
hang đẹp gia ca phai chang ,POS,5
 sản phẩm  tốt so với giá thành ,NEG,2
sản phảm tốt  đúng như hình thx  cửa hàng  ,POS,4
tiếc vì không biết để mua máy hút bụi sớm hơn positive  positive  positive  ,POS,5
sản phẩm đáng tiền lắm ạ positive  positive  positive  ,POS,4
 cửa hàng  giao sai màu áo ,NEU,3
form xấu ,NEG,2
 chất  vải cũng  được  ,POS,5
cảm ơn  cửa hàng  ,POS,5
chất thấm hút tốt  màu không đẹp lắm ,POS,4
ao len ôm dáng mà mịn lắm  mặc nhẹ như không ,POS,5
  yêu  cửa hàng  nhìu positive  ,POS,5
thời gian giao hàng nhanh ,NEU,3
áo đỏ chấm bi đẹp  áo trắng sọc rộng quá nhưng chất vải đẹp ,POS,4
có khi phải mua thêm cái nữa    ,POS,5
cảm ơn  cửa hàng      ,POS,5
thiếu nhiều miếng dán ,POS,5
chất lượng sản phẩm rất kém ,NEG,1
thời gian giao hàng hơi lâu chắc do bên vận chuyển  cửa hàng  gói hàng rất cẩn thận có bọc chống sốc ,POS,5
bộ nữ này chất rất đẹp mà giá lại rẻ nữa  rất đáng tiền ,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất dày dặn ,POS,5
nhìn chung  sản phẩm  rất tốt và sẽ tiếp tục ủng hộ  cửa hàng   positive  ,POS,5
mặc dù chờ hơi lâu nhưng sản phẩm rất tốt    ,POS,4
chất lượng sản phẩm tạm được ,NEU,3
 cửa hàng  phục vụ tốt  chất lượng sản phẩm tốt ,POS,5
làm ăn không chu đáo với khách hàng  không nghiêm túc ,NEG,1
vải khá ok so với giá ,POS,4
đóng gói đẹp ,POS,4
chất lượng sản phẩm tuyệt vời ,POS,5
quần này mình không được mặc vẫn gửi tặng  cửa hàng     vì tinh thần trách nhiệm ,POS,5
màu y hình ,POS,5
cho  cửa hàng     ,POS,5
sản phẩm bị ỉu không giòn và cũng không có thời hạn sử dụng trên bao bì ,NEG,2
quá đẹp so với giá ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời ,POS,5
thời gian giao rất nhanh ,POS,4
nhưng đợi giao hàng hơi lâu  negative  ,NEG,1
minh cao  đắp vừa tháo mền ra còn gối nằm vẫn ok ,POS,4
trả mk không b gì không gưi lại  cửa hàng  đành lây vay áo phi bóng khó mặc rộng xấu ,NEG,1
áo không dài như mô tả  chất vải thì cũng ok ,NEU,3
duyên quá cơ vừa mở ra đã thấy ngay   quả   rách quần rồi ,NEG,2
mở bịch ra thì bộ đồ nhàu rất mất thẩm mỹ ,NEG,1
vải đẹp quần đẹp    ,POS,5
thun giãn nhiều quá ,NEG,2
mình đã lấy tổng là  rồi ,NEG,2
chất lượng sản phẩm tuyệt vời đáng đồng tiền chất lượng sản phẩm tạm được ,NEU,3
k đág tiền ,NEG,1
đóng gói sản phẩm rất đẹp và kĩ càng ,NEG,1
dù vậy nhưng vẫn ưng lắm ,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
sẽ ủng hộ  cửa hàng  dài dài ,POS,5
đóng gói sản phẩm chắc chắn  cửa hàng  phục vụ khá tốt thời gian giao hàng nhanh ,POS,4
 cửa hàng  phục vụ rất tốt  positive  ,POS,5
oder hàng có tâm và nhiệt tình  giữ chữ tín  positive  positive  ,POS,5
chất lượng sản phẩm tuyệt vời màu đẹp vải mềm ,POS,5
rất thích ,POS,5
chất lượng sản phẩm tốt giao hàng hơi chậm ,POS,4
rẻ hơn các  cửa hàng  khác ,POS,5
cảm ơn  cửa hàng  nhiều ,NEU,3
chất lượng áo kém đúng là tiền nào của nấy ,NEG,1
 cửa hàng  có gọi báo đợi đến tối hàng về đủ giao sọc mình chọn ,NEG,2
chất lượng sản phẩm tuyệt vời chất vải mềm mịn mặc rất thích ,POS,5
áo đen hình rõ  nổi hơn áo đỏ nha ,POS,5
giao hàng thiếu   nhưng vẫn tính tiền đủ hàng đã đặt  ,NEG,1
váy đẹp nhưg mặt hơi chật ,NEU,3
chất lượng sản phẩm tuyệt vời tuy nhiên  cửa hàng  đóng gói chán quá  hộp bung túi bung hết  may là không bẩn tới váy áo ,NEU,3
nhưng những áo khác đẹp ,POS,4
dt không  đẹp   xai không  được   mau mau  không  dung  ban g gì a mat  nhan vien noi chuyen thi  không  co d gì  hoc ,NEG,2
không đáng tiền mua cho lắm ,NEG,1
đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền rất đáng tiền rất thơm hàng chuẩn ,POS,5
 cửa hàng  ơi sao  cửa hàng  tính tiền giao hàng của e hết  lun vậy  cửa hàng  đáng lý là  thôi  cửa hàng  ạ ,NEU,3
nói chung nhận định ban đầu là tốt ,POS,4
ngắn và mỏng ,NEG,1
chất lượng phù hợp tiền ,POS,4
gối màu nâu nhưng mền màu hồng ,NEU,3
chất áo dày dặn ,POS,4
khá đẹp   ảnh   nhìn khái quát ok ,POS,4
áo chất tương đối tốt  mềm  mặc  ok  lắm ,POS,5
giao hàng nhanh  đóng hộp chắc chắn  đẹp như hình  dép êm chân ,POS,5
rất đáng mua ,POS,5
nhận  được  hàng hài lòng hơn sự mong đợi ,POS,5
chất lượng sản phẩm tạm được đóng gói sản phẩm kém ,NEG,1
thời gian giao hàng nhanh thời gian giao hàng tạm được ,NEU,3
hàng rất đẹp  mang mát   cửa hàng  phục vụ tốt  cho  cửa hàng     positive  positive  ,POS,5
chất lượng sản phẩm tuyệt vời thời gian giao hàng nhanh ,POS,5
do mua kèm với giày  nên vẫn cảm thấy hời ,POS,5
mà cũng đẹp ,POS,5
tuy nhiên bên trong có lớp nilon bao từng  sản phẩm  nên không bị bám mùi ,NEU,3
chất lượng sản phẩm tuyệt vời cám ơn  cửa hàng  nha ,POS,5
 cửa hàng  phục vụ rất tốt ,POS,5
bọc thì mỏng quá mỏng ,NEG,1
chỉ tiếc  quần gân đường may ẩu ,NEU,3
ok hàng đẹp ,POS,4
tay với cổ áo nhìn không giống ảnh lắm nhưng dù sao áo cũng khá đẹp ,POS,4
y hình ,POS,5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh lần đầu tiên mua  được  sản phẩm rất ưng ý ,POS,5
rất hay tặng thêm quà ,POS,4
đóng gói quá tệ  móp méo tùm lum ,NEG,1
chất ok ,POS,4
 cửa hàng  phục vụ rất kém chất lượng sản phẩm rất kém rất không đáng tiền ,NEG,1
áo này phải gọi là áo nam chứ không thể là unisex được ,NEG,1
giao hành nhanh ,POS,4
áo vải đẹp lắm nha   ,POS,5
chất lượng sản phẩm tốt  đóng gói sản phẩm ok  giao hàng chậm ,POS,4
giao tiếp với khách hàng thân thiện ,POS,4
giao hàng đầy đủ ,POS,4
vải đúng giá ,POS,5
 cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh  còn được tặng thêm miếng ,POS,4
pi gì ama nhỏ quá  mình  không cao  mà phần eo của quần có tí xíu xỏ vào không vừa luôn ,NEG,2
lần sau mình mua hàng của  cửa hàng  thì không nhầm nữa nhé  ,POS,5
vãi hơi thô   ,NEG,2
hàng tốt trong tầm giá  bạn chủ  cửa hàng  đáng  yêu  lắm ,POS,5
 cửa hàng  nhiệt tình ,POS,5
đề nghị kiểm tra hàng trc khi giao  h làm sao đây  cửa hàng  ,NEG,2
giấy quá xấu ,NEG,1
 cửa hàng  ban hang dung  chất  luong ,POS,4
ship không đúng màu ,NEG,1
sản phẩm không đẹp như hình ,NEG,1
giầy đẹp ưng lắm ạ lần sau sẽ ủng hộ  cửa hàng  nhiều ,POS,5
mình rất hài lòng ,POS,5
 cửa hàng  phục vụ rất tốt chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền ,POS,5
chất vải rất đẹp  rất tốt ,POS,5
cúc hơi thưa xíu chất đẹp ,POS,4
chọn  cỡ  lớn  quá  nên mặc hơi rộng ,NEG,2
sẻ ủng hộ  cửa hàng  lâu dài ,POS,4
nên hàng chất lượng không cao     ,NEG,2
quá  ok  với giá như thế này ,NEU,3
yến sam ,NEU,3
mua lần thứ hai  phải nói là chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
mình sẽ ủng hộ thêm ,POS,5
giao nhầm mẫu  nhắn tin  không trả lời ,NEG,2
đáng yêu cực ,POS,5
còn  được  nhận quà từ  cửa hàng   positive  positive  ,POS,5
chất lượng sản phẩm tuyệt vời  chủ  cửa hàng  xinh gái dễ tính phục vụ chuyên nghiệp ,POS,5
mau ma  sản phẩm ham  đẹp   chất  luong vai kha tốt hop voi gia minh mua giao hanh nhanh chong ,POS,5
chất lượng sản phẩm tuyệt vời ,POS,5
vô cùng hài lòng cảm ơn  cửa hàng  nhiêu ,POS,4
 cửa hàng  ơi nữa gói vô cái thùng cứng cứng nha    giao hàng rách hết rồi  ,NEG,1
chất lượng sản phẩm tốt  ,POS,4
vải đẹp  mát   hàng chất lượng  cửa hàng  ạ ,POS,5
 cửa hàng  quá nhiệt tình ,POS,5
sách hay và bổ ích   cửa hàng  giao hàng nhanh  đóng gói  sản phẩm  rất đẹp và chắc chắn ,POS,5
chất lượng được so với giá ,POS,5
đặt màu hồng  cửa hàng  giao màu khác nhưng sản phẩm ok nè ,POS,5
áo đẹp mê li lun ạ positive  ,POS,5
áo đẹp mà đợi lâu quá xá ,POS,4
nghe hợp lý ghê nhỉ   ,NEG,1
áo đẹp  d ngoài màu vàng ,NEU,3
thời gian tới sẽ ủng hộ  cửa hàng  tiếp ,POS,4
vải co dãn nhưng bị ra màu  ,NEG,2
có tem kiểm chống hàng giả ,NEU,3
áo mỏng  ,NEU,3
mình dùng loại này rất thích  đợt nào  cửa hàng  có chương trình cũng mua  mua về giới thiệu chị hàng xóm chị ấy thích ngay từ đầu ,POS,5
thôi để giảm cân để mặc cho vừa vậy  positive  ,POS,5
nên có chọn  cỡ  như vậy người mua chọn  cỡ  sẽ chọn được  cỡ  mặc vừa ,NEU,3
lần thứ  mua giày ở  cửa hàng   lần nào cũng rất rất hài lòng ,POS,5
áo basic chất vải mỏng mát nhẹ mặc hơi rộng xí nhưng mọi thứ đều ok giao hàng nhanh quá positive chất lượng sản phẩm tuyệt vời ,POS,5
chất vải thích lắm mềm giãn nhẹ  hình in nét  in màu luôn ấy  lúc đầu mình sợ in dạng mũ vài hôm sợ  in kiểu này quá đã rồi  giặt cũng  không nhoè     positive  positive  sẽ còn ủng hộc  cửa hàng  dài dài nè ,POS,5
chất lượng sản phẩm tuyệt vời ao hoi ngắn vải đẹp ,POS,4
sz s mà to  quá   mình  không mặc rộng lắm  cái này fai cho ng từ  không trở lên thì  được  ,NEG,2
áo bé như áo trẻ con  bạn nào tầm  không mặc chắc vừa ,NEG,2
cảm ơn  cửa hàng  ,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh rất đáng tiền ,POS,5
 cửa hàng  phục vụ tận tình  mình nhầm lẫn  hạn sử dụng  với ngày đóng gói ,POS,5
tốt đóng gói sản phẩm chắc chắn ,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời  cửa hàng  phục vụ rất tốt rất đáng tiền rất đáng tiền  cửa hàng  phục vụ rất tốt rất đáng tiền  cửa hàng  rất nhiệt tình ,POS,5
không cảm thấy hài lòng về cách phục vụ ,NEG,2
áo rất đẹp  mình rất thích cám ơn  cửa hàng   positive  ,POS,4
rất đáng tiền  áo rất đẹp  chất vải mặc rất mát ,POS,5
đặt  màu giao  màu chán thật ,NEU,3
thời gian giao hàng rấtnhanh  h rất đáng tiền ,POS,5
chất lượng sản phẩm tuyệt vời  cửa hàng  phục vụ rất tốt rất đáng tiền ,POS,4
 tốt  sản phẩm chất lượng  tốt  value for money ,POS,4
kiểu và màu y hình ,POS,4
